HLA-A02:01:01:122	Unclassified	Rare
HLA-A02:01:01:123	Unclassified	Rare
HLA-A02:01:01:124	Unclassified	Rare
HLA-A02:01:01:125	Unclassified	Rare
HLA-A02:01:01:126	Unclassified	Rare
HLA-A02:01:01:127	Unclassified	Rare
HLA-A02:01:01:128	Unclassified	Rare
HLA-A02:01:01:129	Unclassified	Rare
HLA-A02:01:01:13	Unclassified	Rare
HLA-A02:01:01:130	Unclassified	Rare
HLA-A02:01:01:131	Unclassified	Rare
HLA-A02:01:01:14	Unclassified	Rare
HLA-A02:01:01:15	Unclassified	Rare
HLA-A02:01:01:16	Unclassified	Rare
HLA-A02:01:01:17	Unclassified	Rare
HLA-A02:01:01:18	Unclassified	Rare
HLA-A02:01:01:19	Unclassified	Rare
HLA-A02:01:01:20	Unclassified	Rare
HLA-A02:01:01:21	Unclassified	Rare
HLA-A02:01:01:22	Unclassified	Rare
HLA-A02:01:01:23	Unclassified	Rare
HLA-A02:01:01:24	Unclassified	Rare
HLA-A02:01:01:25	Unclassified	Rare
HLA-A02:01:01:26	Unclassified	Rare
HLA-A02:01:01:27	Unclassified	Rare
HLA-A02:01:01:28	Unclassified	Rare
HLA-A02:01:01:29	Unclassified	Rare
HLA-A02:01:01:30	Unclassified	Rare
HLA-A02:01:01:31	Unclassified	Rare
HLA-A02:01:01:32	Unclassified	Rare
HLA-A02:01:01:33	Unclassified	Rare
HLA-A02:01:01:34	Unclassified	Rare
HLA-A02:01:01:35	Unclassified	Rare
HLA-A02:01:01:36	Unclassified	Rare
HLA-A02:01:01:37	Unclassified	Rare
HLA-A02:01:01:38	Unclassified	Rare
HLA-A02:01:01:39	Unclassified	Rare
HLA-A02:01:01:40	Unclassified	Rare
HLA-A02:01:01:41	Unclassified	Rare
HLA-A02:01:01:42	Unclassified	Rare
HLA-A02:01:01:43	Unclassified	Rare
HLA-A02:01:01:44	Unclassified	Rare
HLA-A02:01:01:45	Unclassified	Rare
HLA-A02:01:01:46	Unclassified	Rare
HLA-A02:01:01:47	Unclassified	Rare
HLA-A02:01:01:48	Unclassified	Rare
HLA-A02:01:01:49	Unclassified	Rare
HLA-A02:01:01:50	Unclassified	Rare
HLA-A02:01:01:51	Unclassified	Rare
HLA-A02:01:01:52	Unclassified	Rare
HLA-A02:01:01:53	Unclassified	Rare
HLA-A02:01:01:54	Unclassified	Rare
HLA-A02:01:01:55	Unclassified	Rare
HLA-A02:01:01:56	Unclassified	Rare
HLA-A02:01:01:57	Unclassified	Rare
HLA-A02:01:01:58	Unclassified	Rare
HLA-A02:01:01:59	Unclassified	Rare
HLA-A02:01:01:60	Unclassified	Rare
HLA-A02:01:01:61	Unclassified	Rare
HLA-A02:01:01:62	Unclassified	Rare
HLA-A02:01:01:63	Unclassified	Rare
HLA-A02:01:01:64	Unclassified	Rare
HLA-A02:01:01:65	Unclassified	Rare
HLA-A02:01:01:66	Unclassified	Rare
HLA-A02:01:01:67	Unclassified	Rare
HLA-A02:01:01:68	Unclassified	Rare
HLA-A02:01:01:69	Unclassified	Rare
HLA-A02:01:01:70	Unclassified	Rare
HLA-A02:01:01:71	Unclassified	Rare
HLA-A02:01:01:72	Unclassified	Rare
HLA-A02:01:01:73	Unclassified	Rare
HLA-A02:01:01:74	Unclassified	Rare
HLA-A02:01:01:75	Unclassified	Rare
HLA-A02:01:01:76	Unclassified	Rare
HLA-A02:01:01:77	Unclassified	Rare
HLA-A02:01:01:78	Unclassified	Rare
HLA-A02:01:01:79	Unclassified	Rare
HLA-A02:01:01:80	Unclassified	Rare
HLA-A02:01:01:81	Unclassified	Rare
HLA-A02:01:01:82	Unclassified	Rare
HLA-A02:01:01:83	Unclassified	Rare
HLA-A02:01:01:84	Unclassified	Rare
HLA-A02:01:01:85	Unclassified	Rare
HLA-A02:01:01:86	Unclassified	Rare
HLA-A02:01:01:87	Unclassified	Rare
HLA-A02:01:01:88	Unclassified	Rare
HLA-A02:01:01:89	Unclassified	Rare
HLA-A02:01:01:90	Unclassified	Rare
HLA-A02:01:01:91	Unclassified	Rare
HLA-A02:01:01:92	Unclassified	Rare
HLA-A02:01:01:93	Unclassified	Rare
HLA-A02:01:01:94	Unclassified	Rare
HLA-A02:01:01:95	Unclassified	Rare
HLA-A02:01:01:96	Unclassified	Rare
HLA-A02:01:01:97	Unclassified	Rare
HLA-A02:01:01:98	Unclassified	Rare
HLA-A02:01:01:99	Unclassified	Rare
HLA-A02:01:02:01	Unclassified	Rare
HLA-A02:01:02:02	Unclassified	Rare
HLA-A02:01:03	Unclassified	Rare
HLA-A02:01:04	Unclassified	Common or Well Defined
HLA-A02:01:05	Unclassified	Rare
HLA-A02:01:06	Unclassified	Rare
HLA-A02:01:07	Unclassified	Rare
HLA-A02:01:08	Unclassified	Rare
HLA-A02:01:09	Unclassified	Rare
HLA-A02:01:10	Unclassified	Rare
HLA-A02:01:100	Unclassified	Rare
HLA-A02:01:101	Unclassified	Rare
HLA-A02:01:102	Unclassified	Rare
HLA-A02:01:103	Unclassified	Rare
HLA-A02:01:104	Unclassified	Rare
HLA-A02:01:105	Unclassified	Rare
HLA-A02:01:106	Unclassified	Rare
HLA-A02:01:107	Unclassified	Rare
HLA-A02:01:108	Unclassified	Rare
HLA-A02:01:109	Unclassified	Rare
HLA-A02:01:11	Unclassified	Rare
HLA-A02:01:110	Unclassified	Rare
HLA-A02:01:111	Unclassified	Rare
HLA-A02:01:112	Unclassified	Rare
HLA-A02:01:113	Unclassified	Rare
HLA-A02:01:114	Unclassified	Rare
HLA-A02:01:115	Unclassified	Rare
HLA-A02:01:116	Unclassified	Rare
HLA-A02:01:117	Unclassified	Rare
HLA-A02:01:118	Unclassified	Rare
HLA-A02:01:119	Unclassified	Rare
HLA-A02:01:12	Unclassified	Rare
HLA-A02:01:120	Unclassified	Rare
HLA-A02:01:121	Unclassified	Rare
HLA-A02:01:122	Unclassified	Rare
HLA-A02:01:123	Unclassified	Rare
HLA-A02:01:124	Unclassified	Rare
HLA-A02:01:125	Unclassified	Rare
HLA-A02:01:126	Unclassified	Rare
HLA-A02:01:127	Unclassified	Rare
HLA-A02:01:128	Unclassified	Rare
HLA-A02:01:129	Unclassified	Rare
HLA-A02:01:13	Unclassified	Rare
HLA-A02:01:130	Unclassified	Rare
HLA-A02:01:131	Unclassified	Rare
HLA-A02:01:132	Unclassified	Rare
HLA-A02:01:133	Unclassified	Rare
HLA-A02:01:134	Unclassified	Rare
HLA-A02:01:135	Unclassified	Rare
HLA-A02:01:136	Unclassified	Rare
HLA-A02:01:137	Unclassified	Rare
HLA-A02:01:138	Unclassified	Rare
HLA-A02:01:139	Unclassified	Rare
HLA-A02:01:140	Unclassified	Rare
HLA-A02:01:141	Unclassified	Rare
HLA-A02:01:142	Unclassified	Rare
HLA-A02:01:143	Unclassified	Rare
HLA-A02:01:144	Unclassified	Rare
HLA-A02:01:145	Unclassified	Rare
HLA-A02:01:146	Unclassified	Rare
HLA-A02:01:147	Unclassified	Rare
HLA-A02:01:148	Unclassified	Rare
HLA-A02:01:149	Unclassified	Rare
